id,country,male,female,all,year
1,AUS,1,0,1,1896
1,AUT,3,0,3,1896
1,BUL,1,0,1,1896
1,DEN,3,0,3,1896
1,FRA,12,0,12,1896
1,GBR,10,0,10,1896
1,GER,19,0,19,1896
1,GRE,102,0,102,1896
1,HUN,7,0,7,1896
1,ITA,1,0,1,1896
1,SUI,2,0,2,1896
1,SWE,1,0,1,1896
1,USA,14,0,14,1896
2,ARG,1,0,1,1900
2,AUS,1,0,1,1900
2,AUT,15,0,15,1900
2,BEL,67,0,67,1900
2,BOH,6,1,7,1900
2,CUB,1,0,1,1900
2,DEN,13,0,13,1900
2,ESP,9,0,9,1900
2,FRA,742,15,757,1900
2,GBR,95,1,96,1900
2,GER,76,0,76,1900
2,GRE,2,0,2,1900
2,HAI,2,0,2,1900
2,HUN,19,0,19,1900
2,IND,1,0,1,1900
2,IRI,1,0,1,1900
2,ITA,22,1,23,1900
2,MEX,3,0,3,1900
2,NED,34,0,34,1900
2,NOR,7,0,7,1900
2,PER,1,0,1,1900
2,ROU,1,0,1,1900
2,RUS,4,0,4,1900
2,SUI,17,2,19,1900
2,SWE,10,0,10,1900
2,UNK,1,0,1,1900
2,USA,66,4,70,1900
3,AUS,1,0,1,1904
3,CAN,54,0,54,1904
3,CUB,3,0,3,1904
3,GBR,4,0,4,1904
3,GER,18,0,18,1904
3,GRE,14,0,14,1904
3,HUN,4,0,4,1904
3,ITA,1,0,1,1904
3,RSA,8,0,8,1904
3,USA,537,6,543,1904
4,AUS,4,0,4,1908
4,AUT,31,0,31,1908
4,BEL,17,0,17,1908
4,BOH,13,0,13,1908
4,CAN,3,0,3,1908
4,CRT,8,0,8,1908
4,DEN,49,0,49,1908
4,EGY,2,0,2,1908
4,FIN,4,0,4,1908
4,FRA,53,1,54,1908
4,GBR,40,0,40,1908
4,GER,49,0,49,1908
4,GRE,318,5,323,1908
4,HUN,35,0,35,1908
4,ITA,76,0,76,1908
4,NED,16,0,16,1908
4,NOR,32,0,32,1908
4,SUI,9,0,9,1908
4,SWE,39,0,39,1908
4,TUR,1,0,1,1908
4,USA,38,0,38,1908
6,ANZ,23,2,25,1912
6,AUT,79,6,85,1912
6,BEL,34,1,35,1912
6,BOH,43,0,43,1912
6,CAN,37,0,37,1912
6,CHI,14,0,14,1912
6,DEN,151,1,152,1912
6,FIN,162,2,164,1912
6,FRA,119,1,120,1912
6,GBR,263,0,263,1912
6,GER,180,5,185,1912
6,GRE,22,0,22,1912
6,HUN,119,0,119,1912
6,ISL,2,0,2,1912
6,ITA,66,0,66,1912
6,JPN,2,0,2,1912
6,LUX,21,0,21,1912
6,NED,33,0,33,1912
6,NOR,188,2,190,1912
6,POL,1,0,1,1912
6,POR,6,0,6,1912
6,RSA,21,0,21,1912
6,RUS,159,0,159,1912
6,SRB,2,0,2,1912
6,SUI,8,0,8,1912
6,SWE,422,23,445,1912
6,TUR,2,0,2,1912
6,UNK,2,0,2,1912
6,USA,174,0,174,1912
7,ARG,1,0,1,1920
7,AUS,12,1,13,1920
7,BEL,328,10,338,1920
7,BRA,19,0,19,1920
7,CAN,55,0,55,1920
7,CHI,2,0,2,1920
7,DEN,150,4,154,1920
7,EGY,18,0,18,1920
7,ESP,58,0,58,1920
7,EST,14,0,14,1920
7,FIN,62,1,63,1920
7,FRA,291,8,299,1920
7,GBR,219,16,235,1920
7,GRE,47,0,47,1920
7,IND,5,0,5,1920
7,ITA,173,1,174,1920
7,JPN,15,0,15,1920
7,LUX,25,0,25,1920
7,MON,4,0,4,1920
7,NED,129,1,130,1920
7,NOR,188,6,194,1920
7,NZL,3,1,4,1920
7,POR,13,0,13,1920
7,RSA,38,1,39,1920
7,SUI,79,0,79,1920
7,SWE,247,13,260,1920
7,TCH,118,1,119,1920
7,USA,274,14,288,1920
7,YUG,15,0,15,1920
8,ARG,77,0,77,1924
8,AUS,35,1,36,1924
8,AUT,46,3,49,1924
8,BEL,166,7,173,1924
8,BRA,12,0,12,1924
8,BUL,24,0,24,1924
8,CAN,65,0,65,1924
8,CHI,13,0,13,1924
8,CUB,9,0,9,1924
8,DEN,77,12,89,1924
8,ECU,3,0,3,1924
8,EGY,24,0,24,1924
8,ESP,93,2,95,1924
8,EST,37,0,37,1924
8,FIN,121,0,121,1924
8,FRA,368,32,400,1924
8,GBR,239,28,267,1924
8,GRE,38,1,39,1924
8,HAI,8,0,8,1924
8,HUN,86,3,89,1924
8,IND,12,1,13,1924
8,IRL,46,2,48,1924
8,ITA,196,4,200,1924
8,JPN,19,0,19,1924
8,LAT,36,0,36,1924
8,LTU,13,0,13,1924
8,LUX,46,2,48,1924
8,MEX,15,0,15,1924
8,MON,7,0,7,1924
8,NED,169,9,178,1924
8,NOR,60,2,62,1924
8,NZL,3,1,4,1924
8,PHI,1,0,1,1924
8,POL,64,1,65,1924
8,POR,28,0,28,1924
8,ROU,35,0,35,1924
8,RSA,30,0,30,1924
8,RUS,2,1,3,1924
8,SUI,136,5,141,1924
8,SWE,146,13,159,1924
8,TCH,129,4,133,1924
8,TUR,22,0,22,1924
8,URU,26,0,26,1924
8,USA,275,24,299,1924
8,YUG,42,0,42,1924
9,ARG,81,0,81,1928
9,AUS,14,4,18,1928
9,AUT,67,6,73,1928
9,BEL,175,12,187,1928
9,BUL,5,0,5,1928
9,CAN,61,7,68,1928
9,CHI,38,0,38,1928
9,CUB,1,0,1,1928
9,DEN,82,9,91,1928
9,EGY,32,0,32,1928
9,ESP,80,0,80,1928
9,EST,20,0,20,1928
9,FIN,67,2,69,1928
9,FRA,257,37,294,1928
9,GBR,201,31,232,1928
9,GER,263,35,298,1928
9,GRE,23,0,23,1928
9,HAI,2,0,2,1928
9,HUN,93,16,109,1928
9,IND,21,0,21,1928
9,IRL,33,5,38,1928
9,ITA,156,18,174,1928
9,JPN,39,1,40,1928
9,LAT,15,2,17,1928
9,LTU,11,1,12,1928
9,LUX,46,2,48,1928
9,MEX,30,0,30,1928
9,MLT,9,0,9,1928
9,MON,10,0,10,1928
9,NED,222,44,266,1928
9,NOR,52,0,52,1928
9,NZL,6,3,9,1928
9,PAN,1,0,1,1928
9,PHI,4,0,4,1928
9,POL,88,12,100,1928
9,POR,32,0,32,1928
9,ROU,19,2,21,1928
9,RSA,18,6,24,1928
9,SUI,132,1,133,1928
9,SWE,87,13,100,1928
9,TCH,68,1,69,1928
9,TUR,31,0,31,1928
9,URU,17,0,17,1928
9,USA,237,44,281,1928
9,YUG,34,0,34,1928
9,ZIM,2,0,2,1928
10,ARG,33,0,33,1932
10,AUS,8,4,12,1932
10,AUT,16,2,18,1932
10,BEL,29,7,36,1932
10,BRA,58,1,59,1932
10,BUL,2,0,2,1932
10,CAN,85,17,102,1932
10,CHN,1,0,1,1932
10,COL,2,0,2,1932
10,CUB,3,0,3,1932
10,DEN,35,8,43,1932
10,ESA,1,0,1,1932
10,ESP,7,0,7,1932
10,EST,2,0,2,1932
10,FIN,40,0,40,1932
10,FRA,97,6,103,1932
10,GBR,92,17,109,1932
10,GER,137,9,146,1932
10,GRE,10,0,10,1932
10,GUA,0,1,1,1932
10,HAI,3,0,3,1932
10,HUN,56,2,58,1932
10,IND,19,0,19,1932
10,IRL,14,2,16,1932
10,ITA,112,0,112,1932
10,JPN,140,17,157,1932
10,LAT,5,0,5,1932
10,LUX,3,0,3,1932
10,MEX,71,2,73,1932
10,MON,1,0,1,1932
10,NED,29,15,44,1932
10,NOR,6,1,7,1932
10,NZL,20,1,21,1932
10,PER,2,0,2,1932
10,PHI,8,0,8,1932
10,POL,42,9,51,1932
10,POR,6,0,6,1932
10,ROU,1,0,1,1932
10,RSA,10,2,12,1932
10,SUI,7,0,7,1932
10,SWE,78,3,81,1932
10,TCH,28,0,28,1932
10,TUR,1,0,1,1932
10,URU,2,0,2,1932
10,USA,400,74,474,1932
10,VEN,1,0,1,1932
10,YUG,1,0,1,1932
11,AFG,15,0,15,1936
11,ARG,50,1,51,1936
11,AUS,28,4,32,1936
11,AUT,217,17,234,1936
11,BEL,145,5,150,1936
11,BER,5,0,5,1936
11,BOL,2,0,2,1936
11,BRA,67,6,73,1936
11,BUL,26,0,26,1936
11,CAN,79,18,97,1936
11,CHI,39,1,40,1936
11,CHN,52,2,54,1936
11,COL,5,0,5,1936
11,CRC,1,0,1,1936
11,DEN,105,16,121,1936
11,EGY,53,0,53,1936
11,EST,33,0,33,1936
11,FIN,103,5,108,1936
11,FRA,190,11,201,1936
11,GBR,171,37,208,1936
11,GER,389,44,433,1936
11,GRE,40,1,41,1936
11,HUN,197,19,216,1936
11,IND,27,0,27,1936
11,ISL,12,0,12,1936
11,ITA,228,16,244,1936
11,JPN,204,16,220,1936
11,LAT,29,0,29,1936
11,LIE,6,0,6,1936
11,LUX,48,1,49,1936
11,MEX,32,0,32,1936
11,MLT,11,0,11,1936
11,MON,8,0,8,1936
11,NED,144,21,165,1936
11,NOR,68,2,70,1936
11,NZL,7,0,7,1936
11,PER,40,0,40,1936
11,PHI,28,0,28,1936
11,POL,127,17,144,1936
11,POR,19,0,19,1936
11,ROU,52,2,54,1936
11,RSA,26,6,32,1936
11,SUI,184,6,190,1936
11,SWE,163,8,171,1936
11,TCH,175,14,189,1936
11,TUR,46,2,48,1936
11,URU,37,0,37,1936
11,USA,313,46,359,1936
11,YUG,78,15,93,1936
12,AFG,25,0,25,1948
12,ARG,189,11,200,1948
12,AUS,66,9,75,1948
12,AUT,117,32,149,1948
12,BEL,132,19,151,1948
12,BER,10,2,12,1948
12,BRA,59,11,70,1948
12,CAN,105,22,127,1948
12,CHI,50,4,54,1948
12,CHN,30,1,31,1948
12,COL,6,0,6,1948
12,CUB,53,0,53,1948
12,DEN,144,18,162,1948
12,EGY,86,0,86,1948
12,ESP,65,0,65,1948
12,FIN,126,6,132,1948
12,FRA,279,37,316,1948
12,GBR,337,70,407,1948
12,GRE,60,1,61,1948
12,GUY,4,0,4,1948
12,HUN,107,21,128,1948
12,IND,79,0,79,1948
12,IRI,36,0,36,1948
12,IRL,76,5,81,1948
12,IRQ,11,0,11,1948
12,ISL,18,3,21,1948
12,ITA,194,21,215,1948
12,JAM,9,4,13,1948
12,KOR,45,1,46,1948
12,LBN,8,0,8,1948
12,LIE,2,0,2,1948
12,LUX,42,3,45,1948
12,MEX,81,7,88,1948
12,MLT,1,0,1,1948
12,MON,4,0,4,1948
12,MYA,4,0,4,1948
12,NED,115,34,149,1948
12,NOR,77,4,81,1948
12,NZL,6,1,7,1948
12,PAK,35,0,35,1948
12,PAN,1,0,1,1948
12,PER,41,0,41,1948
12,PHI,26,0,26,1948
12,POL,31,7,38,1948
12,POR,48,0,48,1948
12,PUR,9,0,9,1948
12,RSA,34,1,35,1948
12,SGP,1,0,1,1948
12,SRI,7,0,7,1948
12,SUI,178,9,187,1948
12,SWE,162,19,181,1948
12,SYR,1,0,1,1948
12,TCH,76,14,90,1948
12,TTO,5,0,5,1948
12,TUR,57,1,58,1948
12,URU,60,1,61,1948
12,USA,262,38,300,1948
12,VEN,1,0,1,1948
12,YUG,79,11,90,1952
13,AHO,11,0,11,1952
13,ARG,115,8,123,1952
13,AUS,71,10,81,1952
13,AUT,91,21,112,1952
13,BAH,7,0,7,1952
13,BEL,130,5,135,1952
13,BER,4,2,6,1952
13,BRA,92,5,97,1952
13,BUL,54,9,63,1952
13,CAN,97,10,107,1952
13,CHI,55,4,59,1952
13,CHN,1,0,1,1952
13,CUB,29,0,29,1952
13,DEN,115,14,129,1952
13,EGY,106,0,106,1952
13,ESP,27,0,27,1952
13,FIN,228,30,258,1952
13,FRA,214,31,245,1952
13,GBR,213,44,257,1952
13,GER,173,32,205,1952
13,GHA,7,0,7,1952
13,GRE,48,0,48,1952
13,GUA,20,1,21,1952
13,GUY,1,0,1,1952
13,HKG,2,2,4,1952
13,HUN,162,27,189,1952
13,INA,3,0,3,1952
13,IND,60,4,64,1952
13,IRI,22,0,22,1952
13,IRL,19,0,19,1952
13,ISL,9,0,9,1952
13,ISR,22,3,25,1952
13,ITA,208,23,231,1952
13,JAM,6,2,8,1952
13,JPN,58,11,69,1952
13,KOR,18,1,19,1952
13,LBN,9,0,9,1952
13,LIE,2,0,2,1952
13,LUX,44,0,44,1952
13,MEX,61,3,64,1952
13,MON,8,0,8,1952
13,MYA,5,0,5,1952
13,NED,78,26,104,1952
13,NGR,9,0,9,1952
13,NOR,96,6,102,1952
13,NZL,12,2,14,1952
13,PAK,38,0,38,1952
13,PAN,1,0,1,1952
13,PHI,25,0,25,1952
13,POL,103,22,125,1952
13,POR,68,3,71,1952
13,PUR,21,0,21,1952
13,ROU,103,11,114,1952
13,RSA,60,4,64,1952
13,SAA,31,5,36,1952
13,SGP,4,1,5,1952
13,SRI,5,0,5,1952
13,SUI,148,9,157,1952
13,SWE,183,23,206,1952
13,TCH,86,13,99,1952
13,THA,8,0,8,1952
13,TTO,2,0,2,1952
13,TUR,51,0,51,1952
13,URS,255,40,295,1952
13,URU,31,1,32,1952
13,USA,245,41,286,1952
13,VEN,36,2,38,1952
13,VNM,8,0,8,1952
13,YUG,77,10,87,1952
14,AFG,12,0,12,1956
14,ARG,27,1,28,1956
14,AUS,250,44,294,1956
14,AUT,24,5,29,1956
14,BAH,4,0,4,1956
14,BEL,51,3,54,1956
14,BER,3,0,3,1956
14,BRA,43,1,44,1956
14,BUL,40,3,43,1956
14,CAN,77,15,92,1956
14,CHI,31,2,33,1956
14,COL,26,0,26,1956
14,CUB,15,1,16,1956
14,DEN,27,4,31,1956
14,ETH,12,0,12,1956
14,FIJ,5,0,5,1956
14,FIN,63,1,64,1956
14,FRA,119,18,137,1956
14,GBR,163,26,189,1956
14,GER,134,24,158,1956
14,GRE,13,0,13,1956
14,GUY,3,1,4,1956
14,HKG,2,0,2,1956
14,HUN,88,20,108,1956
14,INA,20,2,22,1956
14,IND,58,1,59,1956
14,IRI,17,0,17,1956
14,IRL,11,1,12,1956
14,ISL,2,0,2,1956
14,ISR,2,1,3,1956
14,ITA,114,15,129,1956
14,JAM,6,0,6,1956
14,JPN,94,16,110,1956
14,KEN,24,1,25,1956
14,KOR,35,0,35,1956
14,LBR,4,0,4,1956
14,LUX,10,1,11,1956
14,MAL,32,1,33,1956
14,MEX,21,3,24,1956
14,MYA,11,0,11,1956
14,NBO,2,0,2,1956
14,NGR,10,0,10,1956
14,NOR,18,0,18,1956
14,NZL,43,8,51,1956
14,PAK,55,0,55,1956
14,PER,8,0,8,1956
14,PHI,35,4,39,1956
14,POL,49,15,64,1956
14,POR,5,0,5,1956
14,PUR,10,0,10,1956
14,ROU,33,11,44,1956
14,RSA,44,6,50,1956
14,SGP,47,2,49,1956
14,SRI,3,0,3,1956
14,SWE,74,14,88,1956
14,TCH,51,12,63,1956
14,THA,35,0,35,1956
14,TPE,20,0,20,1956
14,TTO,6,0,6,1956
14,TUR,13,0,13,1956
14,UGA,3,0,3,1956
14,URS,233,39,272,1956
14,URU,21,0,21,1956
14,USA,251,46,297,1956
14,VEN,19,0,19,1956
14,VNM,6,0,6,1956
14,YUG,32,3,35,1956
15,AFG,12,0,12,1960
15,AHO,5,0,5,1960
15,ARG,91,1,92,1960
15,AUS,160,29,189,1960
15,AUT,82,21,103,1960
15,BAH,13,0,13,1960
15,BEL,93,8,101,1960
15,BER,9,0,9,1960
15,BRA,70,1,71,1960
15,BUL,89,9,98,1960
15,CAN,74,11,85,1960
15,CHI,8,1,9,1960
15,COL,16,0,16,1960
15,CUB,9,3,12,1960
15,DEN,88,12,100,1960
15,ESP,133,11,144,1960
15,ETH,10,0,10,1960
15,FIJ,2,0,2,1960
15,FIN,107,10,117,1960
15,FRA,210,28,238,1960
15,GBR,206,47,253,1960
15,GER,239,55,294,1960
15,GHA,13,0,13,1960
15,GRE,48,0,48,1960
15,GUY,4,1,5,1960
15,HAI,1,0,1,1960
15,HKG,4,0,4,1960
15,HUN,153,27,180,1960
15,INA,20,2,22,1960
15,IND,45,0,45,1960
15,IRI,23,0,23,1960
15,IRL,47,2,49,1960
15,IRQ,21,0,21,1960
15,ISL,8,1,9,1960
15,ISR,17,6,23,1960
15,ITA,246,34,280,1960
15,JPN,142,20,162,1960
15,KEN,27,0,27,1960
15,KOR,33,2,35,1960
15,LBN,19,0,19,1960
15,LBR,4,0,4,1960
15,LIE,5,0,5,1960
15,LUX,47,5,52,1960
15,MAL,9,0,9,1960
15,MAR,47,0,47,1960
15,MEX,63,6,69,1960
15,MLT,10,0,10,1960
15,MON,11,0,11,1960
15,MYA,10,0,10,1960
15,NED,80,30,110,1960
15,NGR,12,0,12,1960
15,NOR,39,1,40,1960
15,NZL,33,4,37,1960
15,PAK,44,0,44,1960
15,PAN,2,4,6,1960
15,PER,31,0,31,1960
15,PHI,36,4,40,1960
15,POL,156,29,185,1960
15,POR,60,5,65,1960
15,PUR,26,1,27,1960
15,RHO,7,5,12,1960
15,ROU,82,16,98,1960
15,RSA,53,2,55,1960
15,SGP,5,0,5,1960
15,SMR,9,0,9,1960
15,SRI,5,0,5,1960
15,SUD,10,0,10,1960
15,SUI,147,2,149,1960
15,SWE,115,19,134,1960
15,TCH,99,17,116,1960
15,THA,20,0,20,1960
15,TPE,24,3,27,1960
15,TUN,42,0,42,1960
15,TUR,46,3,49,1960
15,UAR,74,0,74,1960
15,UGA,10,0,10,1960
15,URS,233,50,283,1960
15,URU,34,0,34,1960
15,USA,241,51,292,1960
15,VEN,31,5,36,1960
15,VNM,3,0,3,1960
15,WIF,13,0,13,1960
15,YUG,107,9,116,1960
15,ZIM,2,0,2,1960
16,AFG,8,0,8,1964
16,AHO,4,0,4,1964
16,ALG,1,0,1,1964
16,ARG,96,6,102,1964
16,AUS,203,40,243,1964
16,AUT,45,11,56,1964
16,BAH,11,0,11,1964
16,BEL,60,1,61,1964
16,BER,4,0,4,1964
16,BOL,1,0,1,1964
16,BRA,60,1,61,1964
16,BUL,56,7,63,1964
16,CAM,13,0,13,1964
16,CAN,95,20,115,1964
16,CGO,2,0,2,1964
16,CHA,2,0,2,1964
16,CHI,14,0,14,1964
16,CIV,9,0,9,1964
16,CMR,1,0,1,1964
16,COL,20,0,20,1964
16,CRC,2,0,2,1964
16,CUB,25,2,27,1964
16,DEN,53,7,60,1964
16,DOM,1,0,1,1964
16,EGY,73,0,73,1964
16,ESP,48,3,51,1964
16,ETH,12,0,12,1964
16,FIN,84,5,89,1964
16,FRA,118,20,138,1964
16,GBR,160,44,204,1964
16,GER,275,62,337,1964
16,GHA,30,3,33,1964
16,GRE,18,0,18,1964
16,GUY,1,0,1,1964
16,HKG,38,1,39,1964
16,HUN,150,32,182,1964
16,IND,52,1,53,1964
16,IRI,58,4,62,1964
16,IRL,24,1,25,1964
16,IRQ,13,0,13,1964
16,ISL,3,1,4,1964
16,ISR,8,2,10,1964
16,ITA,157,11,168,1964
16,JAM,17,4,21,1964
16,JPN,270,58,328,1964
16,KEN,37,0,37,1964
16,KOR,128,26,154,1964
16,LBN,5,0,5,1964
16,LBR,1,0,1,1964
16,LIE,2,0,2,1964
16,LUX,10,2,12,1964
16,MAD,3,0,3,1964
16,MAR,20,0,20,1964
16,MAS,57,4,61,1964
16,MEX,90,4,94,1964
16,MGL,17,4,21,1964
16,MLI,2,0,2,1964
16,MON,1,0,1,1964
16,MYA,11,0,11,1964
16,NED,105,20,125,1964
16,NEP,6,0,6,1964
16,NGR,16,2,18,1964
16,NIG,1,0,1,1964
16,NOR,24,2,26,1964
16,NZL,56,8,64,1964
16,PAK,41,0,41,1964
16,PAN,6,4,10,1964
16,PER,30,1,31,1964
16,PHI,40,7,47,1964
16,POL,115,25,140,1964
16,POR,19,1,20,1964
16,PUR,30,2,32,1964
16,ROU,108,30,138,1964
16,SEN,12,0,12,1964
16,SRI,6,0,6,1964
16,SUI,65,1,66,1964
16,SWE,76,18,94,1964
16,TAN,4,0,4,1964
16,TCH,95,9,104,1964
16,THA,47,7,54,1964
16,TPE,37,3,40,1964
16,TTO,13,0,13,1964
16,TUN,9,0,9,1964
16,TUR,23,0,23,1964
16,UGA,11,2,13,1964
16,URS,254,63,317,1964
16,URU,23,0,23,1964
16,USA,267,79,346,1964
16,VEN,15,1,16,1964
16,VNM,16,0,16,1964
16,YUG,72,3,75,1964
16,ZAM,11,1,12,1964
16,ZIM,25,4,29,1964
17,AFG,5,0,5,1968
17,AHO,3,2,5,1968
17,ALG,3,0,3,1968
17,ARG,84,5,89,1968
17,AUS,104,24,128,1968
17,AUT,35,8,43,1968
17,BAH,16,0,16,1968
17,BAR,9,0,9,1968
17,BEL,77,5,82,1968
17,BER,6,0,6,1968
17,BIZ,7,0,7,1968
17,BOL,4,0,4,1968
17,BRA,73,3,76,1968
17,BUL,102,10,112,1968
17,CAF,1,0,1,1968
17,CAN,111,28,139,1968
17,CHA,3,0,3,1968
17,CHI,19,2,21,1968
17,CIV,10,0,10,1968
17,CMR,5,0,5,1968
17,COD,5,0,5,1968
17,COL,38,5,43,1968
17,CRC,17,1,18,1968
17,CUB,101,14,115,1968
17,DEN,60,4,64,1968
17,DOM,18,0,18,1968
17,ECU,14,1,15,1968
17,EGY,30,0,30,1968
17,ESA,52,8,60,1968
17,ESP,120,2,122,1968
17,ETH,18,0,18,1968
17,FIJ,1,0,1,1968
17,FIN,60,6,66,1968
17,FRA,169,31,200,1968
17,FRG,232,43,275,1968
17,GBR,175,50,225,1968
17,GDR,186,40,226,1968
17,GHA,30,1,31,1968
17,GRE,44,0,44,1968
17,GUA,47,1,48,1968
17,GUI,15,0,15,1968
17,GUY,5,0,5,1968
17,HKG,11,0,11,1968
17,HON,6,0,6,1968
17,HUN,135,32,167,1968
17,INA,6,0,6,1968
17,IND,25,0,25,1968
17,IRI,14,0,14,1968
17,IRL,25,6,31,1968
17,IRQ,3,0,3,1968
17,ISL,6,2,8,1968
17,ISR,26,3,29,1968
17,ISV,6,0,6,1968
17,ITA,152,15,167,1968
17,JAM,20,5,25,1968
17,JPN,146,25,171,1968
17,KEN,36,3,39,1968
17,KOR,41,13,54,1968
17,KUW,2,0,2,1968
17,LBA,1,0,1,1968
17,LBN,11,0,11,1968
17,LIE,2,0,2,1968
17,LUX,3,2,5,1968
17,MAD,4,0,4,1968
17,MAR,25,0,25,1968
17,MAS,31,0,31,1968
17,MEX,233,42,275,1968
17,MGL,12,4,16,1968
17,MLI,2,0,2,1968
17,MLT,1,0,1,1968
17,MON,2,0,2,1968
17,MYA,4,0,4,1968
17,NCA,11,0,11,1968
17,NED,82,25,107,1968
17,NGR,31,5,36,1968
17,NIG,2,0,2,1968
17,NOR,38,8,46,1968
17,NZL,47,5,52,1968
17,PAK,15,0,15,1968
17,PAN,16,0,16,1968
17,PAR,1,0,1,1968
17,PER,16,12,28,1968
17,PHI,45,4,49,1968
17,POL,140,37,177,1968
17,POR,19,1,20,1968
17,PUR,54,4,58,1968
17,ROU,66,16,82,1968
17,SEN,21,0,21,1968
17,SGP,4,0,4,1968
17,SLE,3,0,3,1968
17,SMR,4,0,4,1968
17,SRI,3,0,3,1968
17,SUD,5,0,5,1968
17,SUI,81,4,85,1968
17,SUR,1,0,1,1968
17,SWE,86,14,100,1968
17,SYR,2,0,2,1968
17,TAN,4,0,4,1968
17,TCH,94,27,121,1968
17,THA,41,0,41,1968
17,TPE,35,8,43,1968
17,TTO,19,0,19,1968
17,TUN,7,0,7,1968
17,TUR,29,0,29,1968
17,UGA,11,0,11,1968
17,URS,246,66,312,1968
17,URU,21,6,27,1968
17,USA,274,83,357,1968
17,VEN,23,0,23,1968
17,VNM,7,2,9,1968
17,YUG,59,10,69,1968
17,ZAM,7,0,7,1968
18,AFG,8,0,8,1972
18,AHO,2,0,2,1972
18,ALB,4,1,5,1972
18,ALG,5,0,5,1972
18,ARG,88,4,92,1972
18,AUS,139,29,168,1972
18,AUT,97,14,111,1972
18,BAH,19,1,20,1972
18,BAR,8,5,13,1972
18,BEL,82,6,88,1972
18,BEN,3,0,3,1972
18,BER,9,0,9,1972
18,BIZ,1,0,1,1972
18,BOL,11,0,11,1972
18,BRA,78,3,81,1972
18,BUL,106,24,130,1972
18,BUR,1,0,1,1972
18,CAM,8,1,9,1972
18,CAN,158,50,208,1972
18,CGO,6,0,6,1972
18,CHA,4,0,4,1972
18,CHI,9,2,11,1972
18,CIV,11,0,11,1972
18,CMR,11,0,11,1972
18,COL,55,4,59,1972
18,CRC,3,0,3,1972
18,CUB,109,28,137,1972
18,DEN,114,12,126,1972
18,DOM,5,0,5,1972
18,ECU,2,0,2,1972
18,EGY,23,0,23,1972
18,ESA,11,0,11,1972
18,ESP,118,5,123,1972
18,ETH,31,0,31,1972
18,FIJ,2,0,2,1972
18,FIN,89,7,96,1972
18,FRA,197,30,227,1972
18,FRG,341,83,424,1972
18,GAB,1,0,1,1972
18,GBR,210,74,284,1972
18,GDR,231,66,297,1972
18,GHA,33,2,35,1972
18,GRE,58,2,60,1972
18,GUA,8,0,8,1972
18,GUY,3,0,3,1972
18,HAI,6,1,7,1972
18,HKG,10,0,10,1972
18,HUN,187,45,232,1972
18,INA,3,3,6,1972
18,IND,40,1,41,1972
18,IRI,48,0,48,1972
18,IRL,51,8,59,1972
18,ISL,24,1,25,1972
18,ISR,12,2,14,1972
18,ISV,16,0,16,1972
18,ITA,197,27,224,1972
18,JAM,21,12,33,1972
18,JPN,148,36,184,1972
18,KEN,55,2,57,1972
18,KOR,32,10,42,1972
18,KSA,10,0,10,1972
18,KUW,4,0,4,1972
18,LBN,17,2,19,1972
18,LBR,5,0,5,1972
18,LES,1,0,1,1972
18,LIE,6,0,6,1972
18,LUX,10,1,11,1972
18,MAD,11,0,11,1972
18,MAR,33,2,35,1972
18,MAS,42,3,45,1972
18,MAW,13,3,16,1972
18,MEX,152,22,174,1972
18,MGL,37,2,39,1972
18,MLI,3,0,3,1972
18,MLT,5,0,5,1972
18,MON,5,0,5,1972
18,MYA,18,0,18,1972
18,NCA,7,1,8,1972
18,NED,90,29,119,1972
18,NEP,2,0,2,1972
18,NGR,20,5,25,1972
18,NIG,4,0,4,1972
18,NOR,101,11,112,1972
18,NZL,82,7,89,1972
18,PAK,25,0,25,1972
18,PAN,7,0,7,1972
18,PAR,3,0,3,1972
18,PER,17,3,20,1972
18,PHI,48,5,53,1972
18,POL,252,38,290,1972
18,POR,29,0,29,1972
18,PRK,23,14,37,1972
18,PUR,53,0,53,1972
18,ROU,132,27,159,1972
18,SEN,38,0,38,1972
18,SGP,5,2,7,1972
18,SMR,7,0,7,1972
18,SOM,3,0,3,1972
18,SRI,4,0,4,1972
18,SUD,26,0,26,1972
18,SUI,122,29,151,1972
18,SUR,2,0,2,1972
18,SWE,104,27,131,1972
18,SWZ,2,0,2,1972
18,SYR,4,1,5,1972
18,TAN,15,0,15,1972
18,TCH,145,36,181,1972
18,THA,33,0,33,1972
18,TOG,7,0,7,1972
18,TPE,15,6,21,1972
18,TTO,18,1,19,1972
18,TUN,35,0,35,1972
18,TUR,42,1,43,1972
18,UGA,31,2,33,1972
18,URS,298,73,371,1972
18,URU,10,3,13,1972
18,USA,316,84,400,1972
18,VEN,20,3,23,1972
18,VNM,1,1,2,1972
18,YUG,113,13,126,1972
18,ZAM,8,3,11,1972
19,AHO,4,0,4,1976
19,AND,3,0,3,1976
19,ANT,10,0,10,1976
19,ARG,65,4,69,1976
19,AUS,146,34,180,1976
19,AUT,54,6,60,1976
19,BAH,10,1,11,1976
19,BAR,9,2,11,1976
19,BEL,75,26,101,1976
19,BER,15,1,16,1976
19,BIZ,4,0,4,1976
19,BOL,4,0,4,1976
19,BRA,72,7,79,1976
19,BUL,105,53,158,1976
19,CAN,261,124,385,1976
19,CAY,2,0,2,1976
19,CHI,7,0,7,1976
19,CIV,7,1,8,1976
19,CMR,4,0,4,1976
19,COL,32,3,35,1976
